idx;tier;category;variable;unit;piam_variable;piam_unit;piam_factor;internal_comment;comment;description;source
1003;1;energy (final);Final Energy|Bunkers|International Aviation|Liquids|Fossil;EJ/yr;FE|Transport|Bunkers|Pass|International Aviation|Liquids|Fossil;EJ/yr;;;;final energy consumption of fossil Liquids in the Bunkers sector by International Aviation;T
1004;1;energy (final);Final Energy|Bunkers|International Aviation|Liquids|Biomass;EJ/yr;FE|Transport|Bunkers|Pass|International Aviation|Liquids|Biomass;EJ/yr;;;;final energy consumption of bioliquids in the Bunkers sector by International Aviation;T
1005;1;energy (final);Final Energy|Bunkers|International Aviation|Liquids|Electricity;EJ/yr;FE|Transport|Bunkers|Pass|International Aviation|Liquids|Hydrogen;EJ/yr;;;;final energy consumption of liquid efuels in the Bunkers sector by International Aviation;T
1006;1;energy (final);Final Energy|Bunkers|International Aviation|Hydrogen|Fossil;EJ/yr;;;;;;final energy consumption of fossil Hydrogen in the Bunkers sector by International Aviation;
1007;1;energy (final);Final Energy|Bunkers|International Aviation|Hydrogen|Biomass;EJ/yr;;;;;;final energy consumption of hydrogen from biomass in the Bunkers sector by International Aviation;
1008;1;energy (final);Final Energy|Bunkers|International Aviation|Hydrogen|Electricity;EJ/yr;;;;;;final energy consumption of green hydrogen in the Bunkers sector by International Aviation;
1009;1;energy (final);Final Energy|Bunkers|International Shipping|Gases|Fossil;EJ/yr;;;;;;final energy consumption of fossil gases in the Bunkers sector by International Shipping;
1010;1;energy (final);Final Energy|Bunkers|International Shipping|Gases|Biomass;EJ/yr;;;;;;final energy consumption of biogas in the Bunkers sector by International Shipping;
1011;1;energy (final);Final Energy|Bunkers|International Shipping|Gases|Electricity;EJ/yr;;;;;;final energy consumption of gaseous efuels in the Bunkers sector by International Shipping;
1012;1;energy (final);Final Energy|Bunkers|International Shipping|Liquids|Fossil;EJ/yr;FE|Transport|Bunkers|Freight|International Shipping|Liquids|Fossil;EJ/yr;;;;final energy consumption of fossil Liquids in the Bunkers sector by International Shipping;T
1013;1;energy (final);Final Energy|Bunkers|International Shipping|Liquids|Biomass;EJ/yr;FE|Transport|Bunkers|Freight|International Shipping|Liquids|Biomass;EJ/yr;;;;final energy consumption of bioliquids in the Bunkers sector by International Shipping;T
1014;1;energy (final);Final Energy|Bunkers|International Shipping|Liquids|Electricity;EJ/yr;FE|Transport|Bunkers|Freight|International Shipping|Liquids|Hydrogen;EJ/yr;;;;final energy consumption of liquid efuels in the Bunkers sector by International Shipping;T
1015;1;energy (final);Final Energy|Bunkers|International Shipping|Hydrogen|Fossil;EJ/yr;;;;;;final energy consumption of fossil Hydrogen in the Bunkers sector by International Shipping;
1016;1;energy (final);Final Energy|Bunkers|International Shipping|Hydrogen|Biomass;EJ/yr;;;;;;final energy consumption of hydrogen from biomass in the Bunkers sector by International Shipping;
1017;1;energy (final);Final Energy|Bunkers|International Shipping|Hydrogen|Electricity;EJ/yr;;;;;;final energy consumption of green hydrogen in the Bunkers sector by International Shipping;
1018;2;energy (final);Final Energy|Carbon Removal;EJ/yr;FE|++|CDR;EJ/yr;;;;Final energy consumption by carbon dioxide removal processes;R
1019;2;energy (final);Final Energy|Carbon Removal|Direct Air Capture;EJ/yr;FE|CDR|++|DAC;EJ/yr;;;;Final energy consumption by direct air capture;R
1020;2;energy (final);Final Energy|Carbon Removal|Enhanced Weathering;EJ/yr;FE|CDR|++|EW;EJ/yr;;;;Final energy consumption by enhanced weathering;R
1021;2;energy (final);Final Energy|Carbon Removal|Electricity;EJ/yr;FE|CDR|+|Electricity;EJ/yr;;;;Final energy consumption of electricity by carbon dioxide removal processes;R
1022;2;energy (final);Final Energy|Carbon Removal|Gases;EJ/yr;FE|CDR|DAC|+|Gases;EJ/yr;;;;Final energy consumption of gases by carbon dioxide removal processes;R
1023;2;energy (final);Final Energy|Carbon Removal|Hydrogen;EJ/yr;FE|CDR|DAC|+|Hydrogen;EJ/yr;;;;Final energy consumption of hydrogen by carbon dioxide removal processes;R
1024;2;energy (final);Final Energy|Carbon Removal|Liquids;EJ/yr;FE|CDR|EW|+|Diesel;EJ/yr;;;;Final energy consumption of liquids by carbon dioxide removal processes;R
1025;2;energy (final);Final Energy|Carbon Removal|Heat;EJ/yr;FE|CDR|DAC|+|Heat;EJ/yr;;;;Final energy consumption of heat by carbon dioxide removal processes;R
1026;2;energy (final);Final Energy|Carbon Removal|Other;EJ/yr;;;;;;Final energy consumption of other sources that do not fit to any other category by carbon dioxide removal processes;
1027;2;energy (final);Final Energy|Carbon Removal|Electricity|Direct Air Capture;EJ/yr;FE|CDR|DAC|+|Electricity;EJ/yr;;;;Final energy consumption of electricity by direct air capture;R
1028;2;energy (final);Final Energy|Carbon Removal|Electricity|Enhanced Weathering;EJ/yr;FE|CDR|EW|+|Electricity;EJ/yr;;;;Final energy consumption of electricity by enhanced weathering;R
1029;2;energy (final);Final Energy|Carbon Removal|Liquids|Direct Air Capture;EJ/yr;;;;;;Final energy consumption of liquids by direct air capture;
1030;2;energy (final);Final Energy|Carbon Removal|Liquids|Enhanced Weathering;EJ/yr;FE|CDR|EW|+|Diesel;EJ/yr;;;;Final energy consumption of liquids by enhanced weathering;R
1031;2;energy (final);Final Energy|Carbon Removal|Heat|Direct Air Capture;EJ/yr;FE|CDR|DAC|+|Heat;EJ/yr;;;;Final energy consumption of heat by direct air capture;R
1032;2;energy (final);Final Energy|Carbon Removal|Heat|Enhanced Weathering;EJ/yr;;;;;;Final energy consumption of heat by enhanced weathering;
1033;2;energy (final);Final Energy|Carbon Removal|Gases|Direct Air Capture;EJ/yr;FE|CDR|DAC|+|Gases;EJ/yr;;;;Final energy consumption of gases by direct air capture;R
1034;2;energy (final);Final Energy|Carbon Removal|Hydrogen|Direct Air Capture;EJ/yr;FE|CDR|DAC|+|Hydrogen;EJ/yr;;;;Final energy consumption of hydrogen by direct air capture;R
1035;2;energy (final);Final Energy|Other;EJ/yr;;;;;;final energy consumption of other sources that do not fit to any other category (please provide a definition of the sources in this category in the 'comments' tab);
1036;2;energy (final);Final Energy|Other Sector;EJ/yr;;;;;;total final energy consumption by other sectors;
1037;2;energy (final);Final Energy|Other Sector|Electricity;EJ/yr;;;;;;final energy consumption by other sectors of electricity (including on-site solar PV), excluding transmission/distribution losses;
1038;2;energy (final);Final Energy|Other Sector|Gases;EJ/yr;;;;;;final energy consumption by other sectors of gases (natural gas, biogas, coal-gas), excluding transmission/distribution losses;
1039;2;energy (final);Final Energy|Other Sector|Heat;EJ/yr;;;;;;final energy consumption by other sectors of heat (e.g., district heat, process heat, solar heating and warm water), excluding transmission/distribution losses;
1040;2;energy (final);Final Energy|Other Sector|Hydrogen;EJ/yr;;;;;;final energy consumption by other sectors of hydrogen;
1041;2;energy (final);Final Energy|Other Sector|Liquids;EJ/yr;;;;;;final energy consumption by other sectors of refined liquids (conventional & unconventional oil, biofuels, coal-to-liquids, gas-to-liquids);
1042;2;energy (final);Final Energy|Other Sector|Other;EJ/yr;;;;;;final energy consumption by other sectors of other sources that do not fit to any other category (please provide a definition of the sources in this category in the 'comments' tab);
1043;2;energy (final);Final Energy|Other Sector|Solids;EJ/yr;;;;;;final energy solid fuel consumption by other sectors (including coal and solid biomass);
1044;2;energy (final);Final Energy|Other Sector|Gases|Biomass;EJ/yr;;;;;;final energy consumption by other sectors of biogas, excluding transmission/distribution losses;
1045;2;energy (final);Final Energy|Other Sector|Gases|Electricity;EJ/yr;;;;;;final energy consumption by other sectors of synthetic e-fuel gas (power-to-gas), excluding transmission/distribution losses;
1046;2;energy (final);Final Energy|Other Sector|Gases|Fossil;EJ/yr;;;;;;final energy consumption by other sectors of synthetic or derived gases of fossil origin, excluding transmission/distribution losses;
1047;2;energy (final);Final Energy|Other Sector|Liquids|Biomass;EJ/yr;;;;;;final energy consumption by other sectors of liquid biofuels;
1048;2;energy (final);Final Energy|Other Sector|Liquids|Electricity;EJ/yr;;;;;;final energy consumption by other sectors of liquid efuels (power-to-liquid);
1049;2;energy (final);Final Energy|Other Sector|Liquids|Fossil;EJ/yr;;;;;;final energy consumption by other sectors of liquids from fossil origin (conventional & unconventional petroleum, coal-to-liquids, gas-to-liquids);
1050;2;energy (final);Final Energy|Other Sector|Solids|Biomass;EJ/yr;;;;;;final energy solid fuel consumption by other sectors of solid biomass (modern and traditional), excluding final energy consumption of bioliquids which are reported in the liquids category;
1051;2;energy (final);Final Energy|Other Sector|Solids|Biomass|Traditional;EJ/yr;;;;;;final energy solid fuel consumed by other sectors than industry, transportation, residential and commercial coming from biomass (traditional);
1052;2;energy (final);Final Energy|Other Sector|Solids|Fossil;EJ/yr;;;;;;final energy consumption of fossil solids by other sectors;
1053;1;energy (price);Price|Primary Energy|Biomass;US$2010/GJ;Price|Biomass|World Market;US$2017/GJ;0.9096;;;biomass producer price;R
1054;1;energy (price);Price|Primary Energy|Coal;US$2010/GJ;Price|Coal|World Market;US$2017/GJ;0.9096;;;coal price at the primary level (i.e. the spot price at the global or regional market);R
1055;1;energy (price);Price|Primary Energy|Gas;US$2010/GJ;Price|Gas|World Market;US$2017/GJ;0.9096;;;natural gas price at the primary level (i.e. the spot price at the global or regional market);R
1056;1;energy (price);Price|Primary Energy|Oil;US$2010/GJ;Price|Oil|World Market;US$2017/GJ;0.9096;;;crude oil price at the primary level (i.e. the spot price at the global or regional market);R
1057;1;energy (price);Price|Secondary Energy|Electricity;US$2010/GJ;Price|Secondary Energy|Electricity;US$2017/GJ;0.9096;;Our reporting does only include carbon prices on pe2se conversion emissions;electricity price at the secondary level, i.e. for large scale consumers (e.g. aluminum production). Prices should include the effect of carbon prices.;R
1058;2;energy (price);Price|Secondary Energy|Gases;US$2010/GJ;Price|Secondary Energy|Gases;US$2017/GJ;0.9096;;Our reporting does only include carbon prices on pe2se conversion emissions;gas price at the secondary level, i.e. for large scale consumers (e.g. gas power plant). Prices should include the effect of carbon prices.;R
1059;2;energy (price);Price|Secondary Energy|Gases|Biomass;US$2010/GJ;Price|Secondary Energy|Gases|Biomass;US$2017/GJ;0.9096;;Our reporting does only include carbon prices on pe2se conversion emissions;biogas price at the secondary level, i.e. for large scale consumers (e.g. gas power plant). Prices should include the effect of carbon prices.;R
1060;2;energy (price);Price|Secondary Energy|Gases|Electricity;US$2010/GJ;Price|Secondary Energy|Gases|Hydrogen;US$2017/GJ;0.9096;;Our reporting does only include carbon prices on pe2se conversion emissions;synthetic gas price at the secondary level, i.e. for large scale consumers (e.g. gas power plant). Prices should include the effect of carbon prices.;R
1061;2;energy (price);Price|Secondary Energy|Gases|Fossil;US$2010/GJ;Price|Secondary Energy|Gases|Fossil;US$2017/GJ;0.9096;;Our reporting does only include carbon prices on pe2se conversion emissions;fossil gas price at the secondary level, i.e. for large scale consumers (e.g. gas power plant). Prices should include the effect of carbon prices.;R
1062;2;energy (price);Price|Secondary Energy|Hydrogen;US$2010/GJ;Price|Secondary Energy|Hydrogen;US$2017/GJ;0.9096;;Our reporting does only include carbon prices on pe2se conversion emissions;hydrogen price at the secondary level. Prices should include the effect of carbon prices;R
1063;2;energy (price);Price|Secondary Energy|Liquids;US$2010/GJ;Price|Secondary Energy|Liquids;US$2017/GJ;0.9096;;Our reporting does only include carbon prices on pe2se conversion emissions;liquid fuel price at the secondary level, i.e. petrol, diesel, or weighted average;R
1064;2;energy (price);Price|Secondary Energy|Liquids|Biomass;US$2010/GJ;Price|Secondary Energy|Liquids|Biomass;US$2017/GJ;0.9096;;Our reporting does only include carbon prices on pe2se conversion emissions;biofuel price at the secondary level, i.e. for biofuel consumers;R
1065;2;energy (price);Price|Secondary Energy|Liquids|Fossil;US$2010/GJ;Price|Secondary Energy|Liquids|Fossil;US$2017/GJ;0.9096;;Our reporting does only include carbon prices on pe2se conversion emissions;liquid fossil fuels price at the secondary level, i.e. for large scale consumers (e.g. oil power plant). Prices should include the effect of carbon prices.;R
1066;2;energy (price);Price|Secondary Energy|Solids|Biomass;US$2010/GJ;Price|Secondary Energy|Solids|Biomass;US$2017/GJ;0.9096;;Our reporting does only include carbon prices on pe2se conversion emissions;price for solids from biomass at the secondary level, i.e. for large scale consumers (e.g. biomass power plant). Prices should include the effect of carbon prices.;R
1067;2;energy (price);Price|Secondary Energy|Solids|Fossil;US$2010/GJ;Price|Secondary Energy|Solids|Fossil;US$2017/GJ;0.9096;;Our reporting does only include carbon prices on pe2se conversion emissions;price for solids from fossils at the secondary level, i.e. for large scale consumers (e.g. coal power plant). Prices should include the effect of carbon prices.;R
1068;2;energy (price);Price|Final Energy|Industry|Electricity;US$2010/GJ;Price|Final Energy|Industry|Electricity;US$2017/GJ;0.9096;;;electricity price at the final level in the industry sector. Prices should include the effect of carbon prices.;R
1069;2;energy (final);Price|Final Energy|Industry|Gases;US$2010/GJ;Price|Final Energy|Industry|Gases;US$2017/GJ;0.9096;;;Price for gases at the final level in the industrial sector. Prices should include the effect of carbon prices and all other taxes.;R
1070;2;energy (final);Price|Final Energy|Industry|Heat;US$2010/GJ;Price|Final Energy|Industry|Heat;US$2017/GJ;0.9096;;;Heat price at the final level in the industrial sector. Prices should include the effect of carbon prices and all other taxes.;R
