variable;unit;tier;description;comment;weight;piam_variable;piam_unit;piam_factor;internal_comment;source;interpolation
Final Energy|Industry|Chemicals|Hydrogen|Solar;EJ/yr;3;Final energy consumption by the chemicals sector excluding feedstocks of hydrogen from solar energy (e.g. thermochemical water splitting with solar heat);;;;;;;;
Final Energy|Industry|Chemicals|Liquids;EJ/yr;2;Final energy consumption by the chemicals sector excluding feedstocks of refined liquid fuels including oil products, fuels from gas and coal, synthetic fuels and biofuels;;;FE|w/o Non-energy Use|Industry|Chemicals|Liquids;EJ/yr;;mapping taken from NAVIGATE, NAVIGATE category: energy (final);R;
Final Energy|Industry|Chemicals|Liquids|Biomass;EJ/yr;3;Final energy consumption by the chemicals sector excluding feedstocks of liquid fuels from biomass;;;;;;;;
Final Energy|Industry|Chemicals|Liquids|Coal;EJ/yr;3;Final energy consumption by the chemicals sector excluding feedstocks of liquid fuels from coal;;;;;;;;
Final Energy|Industry|Chemicals|Liquids|Electricity;EJ/yr;3;Final energy consumption by the chemicals sector excluding feedstocks of liquid synthetic fuels from electricity, i.e., e-fuels (if hydrogen is not explicitly modeled as an intermediate product);;;;;;;;
Final Energy|Industry|Chemicals|Liquids|Fossil;EJ/yr;3;Final energy consumption by the chemicals sector excluding feedstocks of liquid fuels from fossil fuels including coal, natural gas and conventional/unconventional oil;;;;;;;;
Final Energy|Industry|Chemicals|Liquids|Gas;EJ/yr;3;Final energy consumption by the chemicals sector excluding feedstocks of liquid fuels from fossil methane ('natural gas');;;;;;;;
Final Energy|Industry|Chemicals|Liquids|Hydrogen;EJ/yr;3;Final energy consumption by the chemicals sector excluding feedstocks of liquid fuels from hydrogen (if hydrogen is explicitly modeled as a commodity and not an implicit intermediate product of the transformation technologies);;;;;;;;
Final Energy|Industry|Chemicals|Liquids|Oil;EJ/yr;3;Final energy consumption by the chemicals sector excluding feedstocks of liquid fuels from refined crude oil;;;;;;;;
Final Energy|Industry|Chemicals|Liquids|Other;EJ/yr;3;Final energy consumption by the chemicals sector excluding feedstocks of sources that do not fit any other category;;;;;;;;
Final Energy|Industry|Chemicals|Methanol;EJ/yr;3;Final energy consumption by the methanol sector;;;;;;;;
Final Energy|Industry|Chemicals|Methanol|Electricity;EJ/yr;3;Final energy consumption by the methanol sector of electricity;;;;;;;;
Final Energy|Industry|Chemicals|Methanol|Gases;EJ/yr;3;Final energy consumption by the methanol sector of gaseous fuels including natural gas and biogas, not including hydrogen;;;;;;;;
Final Energy|Industry|Chemicals|Methanol|Gases|Biomass;EJ/yr;4;Final energy consumption by the methanol sector of gaseous fuels from biogenic sources, mainly biogas;;;;;;;;
Final Energy|Industry|Chemicals|Methanol|Gases|Coal;EJ/yr;4;Final energy consumption by the methanol sector of gaseous fuels from fossil coal gasification;;;;;;;;
Final Energy|Industry|Chemicals|Methanol|Gases|Electricity;EJ/yr;4;Final energy consumption by the methanol sector of gas from electricity i.e., 'power-to-gas' (if hydrogen is not explicitly modeled as an intermediate product);;;;;;;;
Final Energy|Industry|Chemicals|Methanol|Gases|Fossil;EJ/yr;4;Final energy consumption by the methanol sector of gaseous fuels from fossil fuels including natural gas and coal;;;;;;;;
Final Energy|Industry|Chemicals|Methanol|Gases|Gas;EJ/yr;4;Final energy consumption by the methanol sector of fossil methane ('natural gas');;;;;;;;
Final Energy|Industry|Chemicals|Methanol|Gases|Hydrogen;EJ/yr;4;Final energy consumption by the methanol sector of gaseous fuels from hydrogen (if hydrogen is explicitly modeled as a commodity and not an implicit intermediate product of the transformation technologies);;;;;;;;
Final Energy|Industry|Chemicals|Methanol|Gases|Other;EJ/yr;4;Final energy consumption by the methanol sector of gaseous fuels from sources that do not fit any other category;;;;;;;;
Final Energy|Industry|Chemicals|Methanol|Heat;EJ/yr;3;Final energy consumption by the methanol sector of centralized heat;;;;;;;;
Final Energy|Industry|Chemicals|Methanol|Heat|Biomass;EJ/yr;4;Final energy consumption by the methanol sector of centralized heat from biomass, including biogas;;;;;;;;
Final Energy|Industry|Chemicals|Methanol|Heat|Coal;EJ/yr;4;Final energy consumption by the methanol sector of centralized heat from coal;;;;;;;;
Final Energy|Industry|Chemicals|Methanol|Heat|Electricity;EJ/yr;4;Final energy consumption by the methanol sector of centralized heat from electricity;;;;;;;;
Final Energy|Industry|Chemicals|Methanol|Heat|Fossil;EJ/yr;4;Final energy consumption by the methanol sector of centralized heat from fossil fuels including natural gas, oil and coal;;;;;;;;
Final Energy|Industry|Chemicals|Methanol|Heat|Gas;EJ/yr;4;Final energy consumption by the methanol sector of centralized heat from fossil methane ('natural gas');;;;;;;;
Final Energy|Industry|Chemicals|Methanol|Heat|Geothermal;EJ/yr;4;Final energy consumption by the methanol sector of centralized heat from geothermal energy excluding ground-source heat pumps;;;;;;;;
Final Energy|Industry|Chemicals|Methanol|Heat|Hydrogen;EJ/yr;4;Final energy consumption by the methanol sector of centralized heat from hydrogen;;;;;;;;
Final Energy|Industry|Chemicals|Methanol|Heat|Nuclear;EJ/yr;4;Final energy consumption by the methanol sector of centralized heat from nuclear energy;;;;;;;;
Final Energy|Industry|Chemicals|Methanol|Heat|Oil;EJ/yr;4;Final energy consumption by the methanol sector of centralized heat from refined crude oil;;;;;;;;
Final Energy|Industry|Chemicals|Methanol|Heat|Other;EJ/yr;4;Final energy consumption by the methanol sector of centralized heat from sources that do not fit any other category;;;;;;;;
Final Energy|Industry|Chemicals|Methanol|Heat|Solar;EJ/yr;4;Final energy consumption by the methanol sector of centralized heat from solar energy;;;;;;;;
Final Energy|Industry|Chemicals|Methanol|Hydrogen;EJ/yr;3;Final energy consumption by the methanol sector of hydrogen;;;;;;;;
Final Energy|Industry|Chemicals|Methanol|Hydrogen|Biomass;EJ/yr;4;Final energy consumption by the methanol sector of hydrogen generated from biomass;;;;;;;;
Final Energy|Industry|Chemicals|Methanol|Hydrogen|Coal;EJ/yr;4;Final energy consumption by the methanol sector of hydrogen from coal;;;;;;;;
Final Energy|Industry|Chemicals|Methanol|Hydrogen|Electricity;EJ/yr;4;Final energy consumption by the methanol sector of hydrogen from electrolysis;;;;;;;;
Final Energy|Industry|Chemicals|Methanol|Hydrogen|Fossil;EJ/yr;4;Final energy consumption by the methanol sector of hydrogen from fossil fuels including natural gas, oil and coal;;;;;;;;
Final Energy|Industry|Chemicals|Methanol|Hydrogen|Gas;EJ/yr;4;Final energy consumption by the methanol sector of hydrogen from fossil methane ('natural gas');;;;;;;;
Final Energy|Industry|Chemicals|Methanol|Hydrogen|Nuclear;EJ/yr;4;Final energy consumption by the methanol sector of hydrogen from nuclear energy (e.g. thermochemical water splitting with nuclear heat);;;;;;;;
Final Energy|Industry|Chemicals|Methanol|Hydrogen|Oil;EJ/yr;4;Final energy consumption by the methanol sector of hydrogen from refined crude oil;;;;;;;;
Final Energy|Industry|Chemicals|Methanol|Hydrogen|Other;EJ/yr;4;Final energy consumption by the methanol sector of hydrogen from other sources;;;;;;;;
Final Energy|Industry|Chemicals|Methanol|Hydrogen|Solar;EJ/yr;4;Final energy consumption by the methanol sector of hydrogen from solar energy (e.g. thermochemical water splitting with solar heat);;;;;;;;
Final Energy|Industry|Chemicals|Methanol|Liquids;EJ/yr;3;Final energy consumption by the methanol sector of refined liquid fuels including oil products, fuels from gas and coal, synthetic fuels and biofuels;;;;;;;;
Final Energy|Industry|Chemicals|Methanol|Liquids|Biomass;EJ/yr;4;Final energy consumption by the methanol sector of liquid fuels from biomass;;;;;;;;
Final Energy|Industry|Chemicals|Methanol|Liquids|Coal;EJ/yr;4;Final energy consumption by the methanol sector of liquid fuels from coal;;;;;;;;
Final Energy|Industry|Chemicals|Methanol|Liquids|Electricity;EJ/yr;4;Final energy consumption by the methanol sector of liquid synthetic fuels from electricity, i.e., e-fuels (if hydrogen is not explicitly modeled as an intermediate product);;;;;;;;
Final Energy|Industry|Chemicals|Methanol|Liquids|Fossil;EJ/yr;4;Final energy consumption by the methanol sector of liquid fuels from fossil fuels including coal, natural gas and conventional/unconventional oil;;;;;;;;
Final Energy|Industry|Chemicals|Methanol|Liquids|Gas;EJ/yr;4;Final energy consumption by the methanol sector of liquid fuels from fossil methane ('natural gas');;;;;;;;
Final Energy|Industry|Chemicals|Methanol|Liquids|Hydrogen;EJ/yr;4;Final energy consumption by the methanol sector of liquid fuels from hydrogen (if hydrogen is explicitly modeled as a commodity and not an implicit intermediate product of the transformation technologies);;;;;;;;
Final Energy|Industry|Chemicals|Methanol|Liquids|Oil;EJ/yr;4;Final energy consumption by the methanol sector of liquid fuels from refined crude oil;;;;;;;;
Final Energy|Industry|Chemicals|Methanol|Liquids|Other;EJ/yr;4;Final energy consumption by the methanol sector of sources that do not fit any other category;;;;;;;;
Final Energy|Industry|Chemicals|Methanol|Other;EJ/yr;4;Final energy consumption by the methanol sector of other energy sources;;;;;;;;
Final Energy|Industry|Chemicals|Methanol|Solids;EJ/yr;3;Final energy consumption by the methanol sector of solid energy carriers, including coal, briquettes, coke, and wood pellets;;;;;;;;
Final Energy|Industry|Chemicals|Methanol|Solids|Biomass;EJ/yr;4;Final energy consumption by the methanol sector of solid biomass (e.g., commercial charcoal, wood chips, wood pellets), not including traditional bioenergy;;;;;;;;
Final Energy|Industry|Chemicals|Methanol|Solids|Coal;EJ/yr;4;Final energy consumption by the methanol sector of coal, lignite, and derived products (e.g., coke, briquettes);;;;;;;;
Final Energy|Industry|Chemicals|Other;EJ/yr;3;Final energy consumption by the chemicals sector excluding feedstocks of other energy sources;;;;;;;;
Final Energy|Industry|Chemicals|Other Sector;EJ/yr;3;Final energy consumption by the other use in the chemical sector;;;;;;;;
Final Energy|Industry|Chemicals|Other Sector|Electricity;EJ/yr;3;Final energy consumption by the other use in the chemical sector of electricity;;;;;;;;
Final Energy|Industry|Chemicals|Other Sector|Gases;EJ/yr;3;Final energy consumption by the other use in the chemical sector of gaseous fuels including natural gas and biogas, not including hydrogen;;;;;;;;
Final Energy|Industry|Chemicals|Other Sector|Gases|Biomass;EJ/yr;4;Final energy consumption by the other use in the chemical sector of gaseous fuels from biogenic sources, mainly biogas;;;;;;;;
Final Energy|Industry|Chemicals|Other Sector|Gases|Coal;EJ/yr;4;Final energy consumption by the other use in the chemical sector of gaseous fuels from fossil coal gasification;;;;;;;;
Final Energy|Industry|Chemicals|Other Sector|Gases|Electricity;EJ/yr;4;Final energy consumption by the other use in the chemical sector of gas from electricity i.e., 'power-to-gas' (if hydrogen is not explicitly modeled as an intermediate product);;;;;;;;
Final Energy|Industry|Chemicals|Other Sector|Gases|Fossil;EJ/yr;4;Final energy consumption by the other use in the chemical sector of gaseous fuels from fossil fuels including natural gas and coal;;;;;;;;
Final Energy|Industry|Chemicals|Other Sector|Gases|Gas;EJ/yr;4;Final energy consumption by the other use in the chemical sector of fossil methane ('natural gas');;;;;;;;
Final Energy|Industry|Chemicals|Other Sector|Gases|Hydrogen;EJ/yr;4;Final energy consumption by the other use in the chemical sector of gaseous fuels from hydrogen (if hydrogen is explicitly modeled as a commodity and not an implicit intermediate product of the transformation technologies);;;;;;;;
Final Energy|Industry|Chemicals|Other Sector|Gases|Other;EJ/yr;4;Final energy consumption by the other use in the chemical sector of gaseous fuels from sources that do not fit any other category;;;;;;;;
Final Energy|Industry|Chemicals|Other Sector|Heat;EJ/yr;3;Final energy consumption by the other use in the chemical sector of centralized heat;;;;;;;;
Final Energy|Industry|Chemicals|Other Sector|Heat|Biomass;EJ/yr;4;Final energy consumption by the other use in the chemical sector of centralized heat from biomass, including biogas;;;;;;;;
Final Energy|Industry|Chemicals|Other Sector|Heat|Coal;EJ/yr;4;Final energy consumption by the other use in the chemical sector of centralized heat from coal;;;;;;;;
Final Energy|Industry|Chemicals|Other Sector|Heat|Electricity;EJ/yr;4;Final energy consumption by the other use in the chemical sector of centralized heat from electricity;;;;;;;;
Final Energy|Industry|Chemicals|Other Sector|Heat|Fossil;EJ/yr;4;Final energy consumption by the other use in the chemical sector of centralized heat from fossil fuels including natural gas, oil and coal;;;;;;;;
Final Energy|Industry|Chemicals|Other Sector|Heat|Gas;EJ/yr;4;Final energy consumption by the other use in the chemical sector of centralized heat from fossil methane ('natural gas');;;;;;;;
Final Energy|Industry|Chemicals|Other Sector|Heat|Geothermal;EJ/yr;4;Final energy consumption by the other use in the chemical sector of centralized heat from geothermal energy excluding ground-source heat pumps;;;;;;;;
Final Energy|Industry|Chemicals|Other Sector|Heat|Hydrogen;EJ/yr;4;Final energy consumption by the other use in the chemical sector of centralized heat from hydrogen;;;;;;;;
Final Energy|Industry|Chemicals|Other Sector|Heat|Nuclear;EJ/yr;4;Final energy consumption by the other use in the chemical sector of centralized heat from nuclear energy;;;;;;;;
Final Energy|Industry|Chemicals|Other Sector|Heat|Oil;EJ/yr;4;Final energy consumption by the other use in the chemical sector of centralized heat from refined crude oil;;;;;;;;
Final Energy|Industry|Chemicals|Other Sector|Heat|Other;EJ/yr;4;Final energy consumption by the other use in the chemical sector of centralized heat from sources that do not fit any other category;;;;;;;;
Final Energy|Industry|Chemicals|Other Sector|Heat|Solar;EJ/yr;4;Final energy consumption by the other use in the chemical sector of centralized heat from solar energy;;;;;;;;
Final Energy|Industry|Chemicals|Other Sector|Hydrogen;EJ/yr;3;Final energy consumption by the other use in the chemical sector of hydrogen;;;;;;;;
Final Energy|Industry|Chemicals|Other Sector|Hydrogen|Biomass;EJ/yr;4;Final energy consumption by the other use in the chemical sector of hydrogen generated from biomass;;;;;;;;
Final Energy|Industry|Chemicals|Other Sector|Hydrogen|Coal;EJ/yr;4;Final energy consumption by the other use in the chemical sector of hydrogen from coal;;;;;;;;
Final Energy|Industry|Chemicals|Other Sector|Hydrogen|Electricity;EJ/yr;4;Final energy consumption by the other use in the chemical sector of hydrogen from electrolysis;;;;;;;;
Final Energy|Industry|Chemicals|Other Sector|Hydrogen|Fossil;EJ/yr;4;Final energy consumption by the other use in the chemical sector of hydrogen from fossil fuels including natural gas, oil and coal;;;;;;;;
Final Energy|Industry|Chemicals|Other Sector|Hydrogen|Gas;EJ/yr;4;Final energy consumption by the other use in the chemical sector of hydrogen from fossil methane ('natural gas');;;;;;;;
